Film,Developer,Dilution,ISO,35MM,120,Sheet,Temp,Notes
Ilford SFX 200,Atomal 49,stock,12,13,13,,20C,<a href="devchart.php?devrow=13468">[notes]</a>
Ilford SFX 200,Bellini DF2 Duo Step,stock,1600,3:30+3:30,3:30+3:30,,20C,
Ilford SFX 200,Bellini FX6a Monobath,stock,200,8,8,,20C,
Ilford SFX 200,Bellini Hydrofen,1+15,125,4,4,,20C,
Ilford SFX 200,Berspeed,1+1,200,15:30,15:30,,20C,
Ilford SFX 200,Berspeed,1+1,200,11:15,11:15,,24C,
Ilford SFX 200,Black/White &amp; Green,1+49,200,20,20,,20C,
Ilford SFX 200,D-19,1+1,200,9,9,,20C,<a href="devchart.php?devrow=2594">[notes]</a>
Ilford SFX 200,D-19,stock,400,5,5,,20C,
Ilford SFX 200,D-76,stock,200,10,10,,20C,
Ilford SFX 200,D-76,1+1,200,17,17,,20C,<a href="devchart.php?devrow=12010">[notes]</a>
Ilford SFX 200,D-76,stock,400,14,14,,20C,
Ilford SFX 200,D-76,1+1,400,17,17,,20C,<a href="devchart.php?devrow=12011">[notes]</a>
Ilford SFX 200,D-76,stock,800,18,18,,20C,
Ilford SFX 200,Diafine,stock,1600,3:30+3:30,3:30+3:30,,20C,
Ilford SFX 200,Eco Pro,stock,200,7,7,,20C,
Ilford SFX 200,Eco Pro,1+1,200,9,9,,20C,<a href="devchart.php?devrow=13071">[notes]</a>
Ilford SFX 200,Eco Pro,1+3,200,14,14,,20C,
Ilford SFX 200,Eco Pro,stock,400,11,11,,20C,
Ilford SFX 200,Eco Pro,stock,400,9,9,,24C,
Ilford SFX 200,Eco Pro,stock,800,11:30,11:30,,24C,
Ilford SFX 200,Emofin,stock,200,3+3,3+3,,20C,
Ilford SFX 200,F76+,1+9,200,8,8,,20C,
Ilford SFX 200,F76+,1+14,200,12:30,12:30,,20C,
Ilford SFX 200,F76+,1+9,400,10,10,,20C,
Ilford SFX 200,F76+,1+14,400,18:30,18:30,,20C,
Ilford SFX 200,F76+,1+9,800,11:30,11:30,,20C,
Ilford SFX 200,FA-1027,1+9,200,11,11,,20C,
Ilford SFX 200,FD10,1+9,200,10,10,,20C,
Ilford SFX 200,FD10,1+14,200,14,14,,20C,
Ilford SFX 200,Finol,1+1+50,32,10,10,,24C,<a href="devchart.php?devrow=8560">[notes]</a>
Ilford SFX 200,Fomadon LQN,1+10,200,9,9,,20C,
Ilford SFX 200,FX-19,stock,100,12,12,,20C,
Ilford SFX 200,FX-39,1+9,200,5:30,7:30,,20C,<a href="devchart.php?devrow=2615">[notes]</a>
Ilford SFX 200,FX-55,1+9,200,14,14,,20C,
Ilford SFX 200,HC-110,A,200,5,5,,20C,<a href="devchart.php?devrow=15603">[notes]</a>
Ilford SFX 200,HC-110,B,200,9,9,,20C,<a href="devchart.php?devrow=2617">[notes]</a>
Ilford SFX 200,HC-110,A,400,7,7,,20C,<a href="devchart.php?devrow=15604">[notes]</a>
Ilford SFX 200,HC-110,B,400,13,13,,20C,<a href="devchart.php?devrow=2618">[notes]</a>
Ilford SFX 200,HC-110,A,800,10:30,10:30,,20C,<a href="devchart.php?devrow=15605">[notes]</a>
Ilford SFX 200,HC-110,B,800,19,19,,20C,<a href="devchart.php?devrow=2619">[notes]</a>
Ilford SFX 200,ID-11,stock,200,10,10,,20C,
Ilford SFX 200,ID-11,1+1,200,17,17,,20C,<a href="devchart.php?devrow=12012">[notes]</a>
Ilford SFX 200,ID-11,stock,400,14,14,,20C,
Ilford SFX 200,ID-11,1+1,400,17,17,,20C,<a href="devchart.php?devrow=12013">[notes]</a>
Ilford SFX 200,ID-11,stock,800,18,18,,20C,
Ilford SFX 200,Ilfosol 3,1+9,200,6,6,,20C,
Ilford SFX 200,Ilfosol 3,1+14,200,9,9,,20C,
Ilford SFX 200,Ilfosol 3,1+9,400,8:30,8:30,,20C,
Ilford SFX 200,Ilfosol 3,1+14,400,13:30,13:30,,20C,
Ilford SFX 200,Ilfotec DD,stock,200,8:30,8:30,,24C,
Ilford SFX 200,Ilfotec DD,stock,400,11:30,11:30,,24C,
Ilford SFX 200,Ilfotec DD,stock,800,14,14,,24C,
Ilford SFX 200,Ilfotec DD-X,1+4,200,10,10,,20C,
Ilford SFX 200,Ilfotec DD-X,1+4,200,7,7,,24C,
Ilford SFX 200,Ilfotec DD-X,1+9,200,14,14,,20C,
Ilford SFX 200,Ilfotec DD-X,1+4,400,14,14,,20C,
Ilford SFX 200,Ilfotec DD-X,1+4,400,10,10,,24C,
Ilford SFX 200,Ilfotec HC,1+15,200,5,5,,20C,
Ilford SFX 200,Ilfotec HC,1+31,200,9,9,,20C,
Ilford SFX 200,Ilfotec HC,1+15,400,7,7,,20C,
Ilford SFX 200,Ilfotec HC,1+31,400,13,13,,20C,
Ilford SFX 200,Ilfotec HC,1+15,800,10:30,10:30,,20C,
Ilford SFX 200,Ilfotec HC,1+31,800,19,19,,20C,
Ilford SFX 200,Ilfotec LC29,1+19,160,9,9,,21C,
Ilford SFX 200,Ilfotec LC29,1+9,200,5,5,,20C,
Ilford SFX 200,Ilfotec LC29,1+19,200,9,9,,20C,
Ilford SFX 200,Ilfotec LC29,1+29,200,11,11,,20C,
Ilford SFX 200,Ilfotec LC29,1+9,400,7,7,,20C,
Ilford SFX 200,Ilfotec LC29,1+19,400,13,13,,20C,
Ilford SFX 200,Marathon,1+9,100,9,9,,20C,
Ilford SFX 200,Microphen,stock,200,8:30,8:30,,20C,
Ilford SFX 200,Microphen,1+1,200,15:30,15:30,,20C,
Ilford SFX 200,Microphen,stock,400,10:30,10:30,,20C,
Ilford SFX 200,Microphen,1+1,400,19,19,,20C,
Ilford SFX 200,Microphen,stock,800,14:30,14:30,,20C,
Ilford SFX 200,Moersch eco,2+1+40,125,10:45,10:45,,20C,
Ilford SFX 200,Neofin Blue,1+5,100,10,10,,20C,
Ilford SFX 200,Neofin Blue,1+9,100,15,15,,20C,
Ilford SFX 200,Nucleol BF200,20+15+965,200,9:30,9:30,,20C,
Ilford SFX 200,Nucleol BF200,20+15+965,250,10:30,10:30,,20C,<a href="devchart.php?devrow=13566">[notes]</a>
Ilford SFX 200,Nucleol BF200,20+15+965,400,11,11,,20C,
Ilford SFX 200,Ornano Gradual ST20,1+9,100,10:30,10:30,,20C,<a href="devchart.php?devrow=15643">[notes]</a>
Ilford SFX 200,Ornano Gradual ST20,1+9,200,12,12,,20C,<a href="devchart.php?devrow=15644">[notes]</a>
Ilford SFX 200,Ornano Gradual ST20,1+9,400,15,15,,20C,<a href="devchart.php?devrow=15645">[notes]</a>
Ilford SFX 200,Paranol S,1+25,200,5,5,,20C,
Ilford SFX 200,Paranol S,1+50,200,12,12,,20C,
Ilford SFX 200,Perceptol,stock,200,14:30,14:30,,20C,
Ilford SFX 200,Perceptol,1+1,200,20,20,,20C,
Ilford SFX 200,PMK,1+2+100,125,11,11,,24C,<a href="devchart.php?devrow=2655">[notes]</a>
Ilford SFX 200,Pyrocat-HD,1+1+100,200,18,18,,20C,
Ilford SFX 200,Rodinal,1+25,200,6,6,,20C,
Ilford SFX 200,Rodinal,1+49,200,15,15,,20C,<a href="devchart.php?devrow=1837">[notes]</a>
Ilford SFX 200,Rodinal,1+50,200,10,10,,20C,
Ilford SFX 200,Rodinal,1+25,400,6:30,6:30,,23C,
Ilford SFX 200,Silberra Ascorol,1+29,200,10,10,,20C,
Ilford SFX 200,Spur HRX,1+17,80,10,10,,20C,
Ilford SFX 200,Spur SD 2525,1+12,125,5,5,,20C,<a href="devchart.php?devrow=11888">[notes]</a>
Ilford SFX 200,Spur SD 2525,1+12,160,5,5,,20C,<a href="devchart.php?devrow=11889">[notes]</a>
Ilford SFX 200,Spur SLD,1+20,160,9,9,,20C,<a href="devchart.php?devrow=14063">[notes]</a>
Ilford SFX 200,Spur Speed-Major,1+30,160,8,8,,20C,<a href="devchart.php?devrow=14302">[notes]</a>
Ilford SFX 200,Spur Speed-Major,1+24,200,10,10,,20C,<a href="devchart.php?devrow=14303">[notes]</a>
Ilford SFX 200,Spur Speed-Major,1+20,400,12,12,,20C,<a href="devchart.php?devrow=14304">[notes]</a>
Ilford SFX 200,Spur Speed-Major,1+14,640,13,13,,20C,<a href="devchart.php?devrow=14305">[notes]</a>
Ilford SFX 200,Spur Speed-Major,1+9,800,15,15,,20C,
Ilford SFX 200,Spur TRX 2000,1+30,100,10:30,10:30,,20C,<a href="devchart.php?devrow=17759">[notes]</a>
Ilford SFX 200,Spur UFP,1+24,80,7:30,7:30,,20C,
Ilford SFX 200,Studional,1+15,125,4,4,,20C,
Ilford SFX 200,Suprol,1+19,200,2:45,2:45,,20C,
Ilford SFX 200,Tanol,1+1+100,125,14.15,14.15,,22C,<a href="devchart.php?devrow=8624">[notes]</a>
Ilford SFX 200,TMax Dev,1+4,200,8:30,8:30,,20C,
Ilford SFX 200,TMax Dev,1+4,400,10:30,10:30,,20C,
Ilford SFX 200,TMax Dev,1+4,800,12:30,12:30,,20C,
Ilford SFX 200,TMax RS,stock,200,6,6,,24C,
Ilford SFX 200,TMax RS,stock,400,7,7,,24C,
Ilford SFX 200,TMax RS,stock,800,9,9,,24C,
Ilford SFX 200,Ultrafin,1+10,200,10,10,,20C,
Ilford SFX 200,Ultrafin,1+20,200,15,15,,20C,
Ilford SFX 200,Ultrafin,1+10,400,13,13,,20C,
Ilford SFX 200,Ultrafin T-Plus,1+4,200,7,7,,20C,
Ilford SFX 200,XT-3,stock,200,7,7,,20C,
Ilford SFX 200,XT-3,1+1,200,9,9,,20C,<a href="devchart.php?devrow=16447">[notes]</a>
Ilford SFX 200,XT-3,1+3,200,14,14,,20C,<a href="devchart.php?devrow=15752">[notes]</a>
Ilford SFX 200,XT-3,stock,400,11,11,,20C,
Ilford SFX 200,XT-3,stock,400,9,9,,24C,
Ilford SFX 200,XT-3,stock,800,11:30,11:30,,24C,
Ilford SFX 200,Xtol,stock,200,7,7,,20C,
Ilford SFX 200,Xtol,1+1,200,9,9,,20C,<a href="devchart.php?devrow=2675">[notes]</a>
Ilford SFX 200,Xtol,1+3,200,14,14,,20C,<a href="devchart.php?devrow=14828">[notes]</a>
Ilford SFX 200,Xtol,stock,400,11,11,,20C,
Ilford SFX 200,Xtol,stock,400,9,9,,24C,
Ilford SFX 200,Xtol,stock,800,11:30,11:30,,24C,
Ilford Pan 100,510-Pyro,1+100,100,11:30,,,20C,
Ilford Pan 100,Acufine,stock,100,4,,,20C,
Ilford Pan 100,Acufine,stock,200,6,,,20C,
Ilford Pan 100,Bellini Hydrofen,1+31,100,6:45,,,20C,
Ilford Pan 100,Bellini Hydrofen,1+39,100,5:15,,,20C,
Ilford Pan 100,Caffenol C-L,stock,100,20,,,20C,<a href="devchart.php?devrow=10771">[notes]</a>
Ilford Pan 100,Caffenol C-L,stock,100,50,,,21C,<a href="devchart.php?devrow=11403">[notes]</a>
Ilford Pan 100,D-76,stock,50,6,,,20C,
Ilford Pan 100,D-76,1+1,50,7,,,20C,
Ilford Pan 100,D-76,1+3,50,14,,,20C,
Ilford Pan 100,D-76,stock,100,7,,,20C,
Ilford Pan 100,D-76,1+1,100,10,,,20C,
Ilford Pan 100,D-76,1+3,100,16,,,20C,
Ilford Pan 100,D-76,stock,200,9,,,20C,
Ilford Pan 100,D-76,1+1,200,15,,,20C,
Ilford Pan 100,D-76,1+1,400,20,,,20C,
Ilford Pan 100,D-76,stock,1600,14,,,24C,
Ilford Pan 100,D-9,1+9,100,20,,,20C,
Ilford Pan 100,Eco Pro,stock,100,8:30,,,20C,
Ilford Pan 100,Eco Pro,1+1,100,11:30,,,20C,
Ilford Pan 100,Eco Pro,1+1,400,12,,,20C,<a href="devchart.php?devrow=12770">[notes]</a>
Ilford Pan 100,Eco Pro,1+1,400,12,,,23C,
Ilford Pan 100,Emofin,stock,200,5:15,,,21.5C,<a href="devchart.php?devrow=17280">[notes]</a>
Ilford Pan 100,FD10,1+9,100,8,,,20C,
Ilford Pan 100,Fomadon LQN,1+10,100,9-10,,,20C,
Ilford Pan 100,Fomadon P,stock,100,13,,,20C,
Ilford Pan 100,HC-110,B,50,6,,,20C,<a href="devchart.php?devrow=2244">[notes]</a>
Ilford Pan 100,HC-110,A,100,4,,,20C,<a href="devchart.php?devrow=2240">[notes]</a>
Ilford Pan 100,HC-110,B,100,8,,,20C,<a href="devchart.php?devrow=2241">[notes]</a>
Ilford Pan 100,HC-110,A,200,5,,,20C,<a href="devchart.php?devrow=2242">[notes]</a>
Ilford Pan 100,HC-110,B,200,9,,,20C,<a href="devchart.php?devrow=2243">[notes]</a>
Ilford Pan 100,ID-11,stock,50,6,,,20C,
Ilford Pan 100,ID-11,1+1,50,7,,,20C,
Ilford Pan 100,ID-11,1+3,50,14,,,20C,
Ilford Pan 100,ID-11,stock,100,7,,,20C,
Ilford Pan 100,ID-11,1+1,100,10,,,20C,
Ilford Pan 100,ID-11,1+3,100,16,,,20C,
Ilford Pan 100,ID-11,stock,200,9,,,20C,
Ilford Pan 100,ID-11,1+1,200,15,,,20C,
Ilford Pan 100,ID-11,1+1,400,20,,,20C,
Ilford Pan 100,ID-11,stock,1600,14,,,24C,
Ilford Pan 100,Ilfosol 3,1+9,100,5,,,20C,
Ilford Pan 100,Ilfosol 3,1+14,100,5:30,,,20C,
Ilford Pan 100,Ilfotec DD,1+4,50,6,,,24C,
Ilford Pan 100,Ilfotec DD,1+4,100,7,,,24C,
Ilford Pan 100,Ilfotec DD,1+4,200,10,,,24C,
Ilford Pan 100,Ilfotec DD-X,1+4,50,7,,,20C,
Ilford Pan 100,Ilfotec DD-X,1+4,100,9,,,20C,
Ilford Pan 100,Ilfotec DD-X,1+4,200,11,,,20C,
Ilford Pan 100,Ilfotec HC,1+31,50,6,,,20C,
Ilford Pan 100,Ilfotec HC,1+15,100,4,,,20C,
Ilford Pan 100,Ilfotec HC,1+31,100,8,,,20C,
Ilford Pan 100,Ilfotec HC,1+15,200,5,,,20C,
Ilford Pan 100,Ilfotec HC,1+31,200,9,,,20C,
Ilford Pan 100,Ilfotec LC29,1+19,50,6,,,20C,
Ilford Pan 100,Ilfotec LC29,1+29,50,8,,,20C,
Ilford Pan 100,Ilfotec LC29,1+9,100,4,,,20C,
Ilford Pan 100,Ilfotec LC29,1+19,100,8,,,20C,
Ilford Pan 100,Ilfotec LC29,1+29,100,12,,,20C,
Ilford Pan 100,Ilfotec LC29,1+9,200,5,,,20C,
Ilford Pan 100,Ilfotec LC29,1+19,200,9,,,20C,
Ilford Pan 100,Microdol-X,stock,50,8,,,20C,
Ilford Pan 100,Microdol-X,1+3,50,16,,,20C,
Ilford Pan 100,Microphen,stock,100,7,,,20C,
Ilford Pan 100,Microphen,1+1,100,9,,,20C,
Ilford Pan 100,Microphen,1+3,100,12,,,20C,
Ilford Pan 100,Microphen,stock,200,8,,,20C,
Ilford Pan 100,Microphen,1+1,200,12,,,20C,
Ilford Pan 100,Microphen,1+3,200,16,,,20C,
Ilford Pan 100,Paranol S,1+50,100,13,,,20C,
Ilford Pan 100,Perceptol,stock,50,8,,,20C,
Ilford Pan 100,Perceptol,1+1,50,12,,,20C,
Ilford Pan 100,Perceptol,1+3,50,16,,,20C,
Ilford Pan 100,PMK,1+2+100,80,8:30,,,24C,<a href="devchart.php?devrow=16608">[notes]</a>
Ilford Pan 100,Pyrocat-HD,1+1+100,100,18,,,21C,
Ilford Pan 100,Rodinal,1+25,100,9,,,20C,
Ilford Pan 100,Rodinal,1+50,100,15,,,20C,
Ilford Pan 100,Rodinal,1+25,200,13,,,20C,
Ilford Pan 100,Rodinal,1+50,200,20,,,20C,
Ilford Pan 100,Silberra Ascorol,1+29,100,7,,,20C,
Ilford Pan 100,TMax Dev,1+4,100,8,,,20C,
Ilford Pan 100,TMax Dev,1+4,200,9,,,20C,
Ilford Pan 100,TMax Dev,1+4,800,21,,,21C,<a href="devchart.php?devrow=8267">[notes]</a>
Ilford Pan 100,TMax RS,stock,100,7,,,24C,
Ilford Pan 100,Ultrafin,1+10,100,7,,,20C,
Ilford Pan 100,Ultrafin,1+20,100,11,,,20C,
Ilford Pan 100,Ultrafin,1+10,200,9,,,20C,
Ilford Pan 100,Ultrafin,1+20,200,14,,,20C,
Ilford Pan 100,Ultrafin T-Plus,1+4,100,10,,,20C,
Ilford Pan 100,Ultrafine Liquid,1+2,100,5:30,,,20C,
Ilford Pan 100,Ultrafine Liquid,1+4,100,8:30,,,20C,
Ilford Pan 100,XT-3,stock,100,8:30,,,20C,
Ilford Pan 100,XT-3,1+3,100,14:45,,,20C,
Ilford Pan 100,XT-3,1+1,400,12,,,20C,<a href="devchart.php?devrow=16110">[notes]</a>
Ilford Pan 100,XT-3,1+1,400,12,,,23C,
Ilford Pan 100,Xtol,stock,100,8:30,,,20C,
Ilford Pan 100,Xtol,1+1,100,11:30,,,20C,
Ilford Pan 100,Xtol,1+3,100,14:45,,,20C,
Ilford Pan 100,Xtol,1+1,400,12,,,20C,<a href="devchart.php?devrow=8315">[notes]</a>
Ilford Pan 100,Xtol,1+1,400,12,,,23C,
Ilford Pan 400,Acufine,stock,200,4,,,20C,
Ilford Pan 400,Acufine,stock,400,5,,,20C,
Ilford Pan 400,Acufine,stock,800,7,,,20C,
Ilford Pan 400,Acufine,stock,1600,9,,,20C,
Ilford Pan 400,Bellini Hydrofen,1+39,400,5,,,20C,
Ilford Pan 400,D-23,stock,400,9,,,20C,
Ilford Pan 400,D-23,1+2,400,28,,,20C,
Ilford Pan 400,D-76,stock,200,6,,,20C,
Ilford Pan 400,D-76,1+1,200,12,,,20C,
Ilford Pan 400,D-76,1+3,200,18,,,20C,
Ilford Pan 400,D-76,stock,400,7,,,20C,
Ilford Pan 400,D-76,1+1,400,13,,,20C,
Ilford Pan 400,D-76,1+3,400,20,,,20C,
Ilford Pan 400,D-76,stock,800,10,,,20C,
Ilford Pan 400,D-76,1+1,800,16,,,20C,
Ilford Pan 400,D-76,stock,1600,14,,,20C,
Ilford Pan 400,D-76,stock,3200,28,,,20C,
Ilford Pan 400,Eco Pro,1+1,400,9,,,20C,
Ilford Pan 400,Eco Pro,1+1,800,14:30,,,20C,
